Kategori;Tindak Lanjut/Arahan;Rekomendasi ;PIC;Status ;Rapat ;Tanggal Rapat;Due Date;Durasi-Tgl Rapat;Durasi-DueDate;Email Due Reminder;Keterangan ; ; ; ; ; ; ; ; ; ; ; ; ; 
;"Perjelas definisi dari data yang diminta oleh Annual Report, lengkapi semua data sesuai
dengan pic data";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;22-Apr-25;23-Apr-25;392;391;;;;;;;;;;;;;;;
;Review layout dan cover Annual Report dan Sustainability Report agar sesuai dengan tema dan brand guideline ;;Divisi Pemasaran;Closed;BOD;22-Apr-25;30-Apr-25;392;384;;;;;;;;;;;;;;;
;Pilihkan titik penurunan dan penaikan yang merepresentasikan layanan TJ yang baik, antara opsi Bundaran Senayan, Senayan Bank DKI, Kejaksaan Agung atau Blok M. ;;Divisi Integrasi Angkutan;Closed;BOD;22-Apr-25;22-Apr-25;392;392;;;;;;;;;;;;;;;
;"Fotokan semua titik alternatif untuk penaikan dan penurunan 360 derajat. Seperti titik
opsional Kejaksaan Agung, Taman Literasi dll";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;22-Apr-25;23-Apr-25;392;391;;;;;;;;;;;;;;;
;"Fotokan semua titik alternatif untuk penaikan dan penurunan 360 derajat. Seperti titik
opsional Kejaksaan Agung, Taman Literasi dll";;Divisi Pemasaran;Closed;BOD;22-Apr-25;23-Apr-25;392;391;;;;;;;;;;;;;;;
;Pembuatan Sumur Resapan disetujui: Pembuatan sumur resapan sebanyak 8 titik yaitu 3 di Depo Cawang, 3 Di Depo Pesing dan 2 di Depo Pinang Ranti sebagai salah satu persyaratan dokumen lingkungan (berkoordinasi dengan Departemen Standardisasi K3L);;Divisi Swakelola;Open;BOD;22-Apr-25;06-May-25;392;378;;;;;;;;;;;;;;;
;Pembuatan Sumur Resapan Disetujui: Pembuatan depo dengan sumur resapan sebanyak 4 titik di Kantor Pusat sebagai salah satu persyaratan dokumen lingkungan (berkoordinasi dengan Departemen Standardisasi K3L);;Divisi Sumber Daya Manusia dan Umum;Open;BOD;22-Apr-25;06-May-25;392;378;;;;;;;;;;;;;;;
;Lakukan pembaruan informasi terkait progres pelaksanaan perbaikan musholla di area halte untuk kepentingan monitoring dan evaluasi lanjutan. ;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Lakukan review dan audit untuk terbitkan rekomendasi terhadap kondisi rendahnya rasio klaim di Asuransi Halte ;;Satuan Pengawas Internal;Closed;BOD;29-Apr-25;14-May-25;385;370;;18 Mei - 30 Juni surat tugasnya ;;;;;;;;;;;;;
;Tindak lanjut komitmen dengan Ancol untuk menghadirkan transportasi rendah emisi, dapat dieksplor menggunakan MaaS untuk 5-6 bus.;;Divisi Pemasaran;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Tindak lanjut komitmen dengan Ancol untuk menghadirkan transportasi rendah emisi, dapat dieksplor menggunakan MaaS untuk 5-6 bus.;;Divisi Penjualan;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Asuransi Halte existing diperpanjang 3 bulan hingga Juli 2025 dengan Nota Persetujuan Direksi. Semua dokumen Penunjukkan Langsung Darurat dibereskan sesuai ketentuan.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Menindaklanjuti perpanjangan asuransi untuk halte existing,  perlu adanya negosiasi sehingga perpanjang asuransi hanya membayar administrasi berdasarkan rasio klaim kita yang rendah (di bawah 8%).;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Menindaklanjuti perpanjangan asuransi untuk halte existing,  perlu adanya negosiasi sehingga perpanjang asuransi hanya membayar administrasi berdasarkan rasio klaim kita yang rendah (di bawah 8%).;;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Pengelolaan asuransi periode berikutnya tidak menggunakan broker/penyedia jasa konsultansi. Pengelolaan secara swakelola.;;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;"Bentuk tim internal untuk mengkaji dan merekomendasikan: 
a. Opsi MaaS atau Equity untuk membeli bus baru Swakelola;
b. Rekomendasi kebijakan untuk optimalisasi aset bus yang sudah berusia 10 tahun ke atas dan atau yang usia busnya sudah habis berdasarkan Pergub.
";;Divisi Swakelola;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;"Bentuk tim internal untuk mengkaji dan merekomendasikan: 
a. Opsi MaaS atau Equity untuk membeli bus baru Swakelola;
b. Rekomendasi kebijakan untuk optimalisasi aset bus yang sudah berusia 10 tahun ke atas dan atau yang usia busnya sudah habis berdasarkan Pergub.";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Proposal APBD harus memuat narasi integrasi prasarana sebagai next level dari integrasi sarana dan harus tercermin di proporsi biaya prasarana yang meningkat dan sebagai supply angkutan publik yang selaras dengan arahan Gubernur dan penambahan supply angkutan publik yang selaras dengan arahan Gubernur untuk memindahkan orang ke transportasi publik dan kewajiban ASN menggunakan transportasi publik di hari Rabu.;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;Proposal APBD harus memuat narasi integrasi prasarana sebagai next level dari integrasi sarana dan harus tercermin di proporsi biaya prasarana yang meningkat dan sebagai supply angkutan publik yang selaras dengan arahan Gubernur dan penambahan supply angkutan publik yang selaras dengan arahan Gubernur untuk memindahkan orang ke transportasi publik dan kewajiban ASN menggunakan transportasi publik di hari Rabu.;;Divisi Integrasi Angkutan;Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;Proposal APBD harus memuat narasi integrasi prasarana sebagai next level dari integrasi sarana dan harus tercermin di proporsi biaya prasarana yang meningkat dan sebagai supply angkutan publik yang selaras dengan arahan Gubernur dan penambahan supply angkutan publik yang selaras dengan arahan Gubernur untuk memindahkan orang ke transportasi publik dan kewajiban ASN menggunakan transportasi publik di hari Rabu.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;Integrasikan seluruh elemen berikut ke dalam APBD Perubahan 2025 yang selaras dengan Proposal PSO awal (Rp4,59 T), dengan proyeksi berkelanjutan ke tahun 2026, meliputi: penambahan armada bus besar (135+120+x), medium dan mikrotrans (240 unit), antisipasi pengelolaan lift DBM, penyesuaian jumlah pramudi swakelola, pemenuhan kilometer operator 100%, narasi pelanggan gratis sesuai data KLG, serta pengelolaan penurunan plg/km yang konsisten dengan strategi Transjabodetabek dan performa BRT.;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;Integrasikan seluruh elemen berikut ke dalam APBD Perubahan 2025 yang selaras dengan Proposal PSO awal (Rp4,59 T), dengan proyeksi berkelanjutan ke tahun 2026, meliputi: penambahan armada bus besar (135+120+x), medium dan mikrotrans (240 unit), antisipasi pengelolaan lift DBM, penyesuaian jumlah pramudi swakelola, pemenuhan kilometer operator 100%, narasi pelanggan gratis sesuai data KLG, serta pengelolaan penurunan plg/km yang konsisten dengan strategi Transjabodetabek dan performa BRT.;;Divisi Integrasi Angkutan;Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;Integrasikan seluruh elemen berikut ke dalam APBD Perubahan 2025 yang selaras dengan Proposal PSO awal (Rp4,59 T), dengan proyeksi berkelanjutan ke tahun 2026, meliputi: penambahan armada bus besar (135+120+x), medium dan mikrotrans (240 unit), antisipasi pengelolaan lift DBM, penyesuaian jumlah pramudi swakelola, pemenuhan kilometer operator 100%, narasi pelanggan gratis sesuai data KLG, serta pengelolaan penurunan plg/km yang konsisten dengan strategi Transjabodetabek dan performa BRT.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;30-Apr-25;385;384;;;;;;;;;;;;;;;
;"Buat pertimbangan Unique Selling Point dari event ini agar memiliki nilai tambah dan jual lebih, baik untuk Pemprov DKI maupun pendaftar.
USP Pemprov DKI: 
1) JSFR sebagai upaya Jakarta sebagai Ibu Kota ASEAN (Gedung ASEAN dilintasi oleh pelari)
2) Event/Kegiatan dalam menghidupkan taman-taman pemprov
3) Menghadirkan urban tourism/sport tourism
USP Pelari:
1) Pengalaman lari yang inklusif (tidak hanya untuk pelari)
2) Berlari di atas awan, satu2nya kesempatan berlari dari ketinggian
3) Jalur lari yang steril
";;Divisi Pemasaran;Closed;BOD;29-Apr-25;02-May-25;385;382;;;;;;;;;;;;;;;
;Kirim surat permohonan arahan untuk tanggal dan kepastian dari Jakarta Sky Fun Run agar dapat masuk dalam rangkaian event Pemprov DKI Jakarta. Surat tersebut melampirkan Proposal Kegiatan yang telah disusun secara menarik dan profesional, mencakup aspek sponsorship sebagai bagian dari upaya peningkatan pendapatan (revenue).;;Divisi Pemasaran;Closed;BOD;29-Apr-25;02-May-25;385;382;;;;;;;;;;;;;;;
;Buat agenda meeting bulanan bersama operator mengenai tindak lanjut SPM. ;;Divisi Operasional Bus;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Buat agenda meeting bulanan bersama operator mengenai tindak lanjut SPM. ;;Divisi Integrasi Angkutan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Buat agenda meeting bulanan bersama operator mengenai tindak lanjut SPM. ;;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Percepatan pembelian ramp portable untuk pemenuhan SPM.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Percepatan pembelian ramp portable untuk pemenuhan SPM.;;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Buatkan daftar lokasi halte yang teridentifikasi masih kekurangan CCTV.;;Divisi Sistem Teknologi dan Informasi;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;"Dalam pemenuhan SPM,  perubahan definisi yang tidak sesuai di Pergub, dirangkum dan dieskalasi melalui surat resmi. Permohonan diskresi dan yang tidak sesuai dengan Pergub.
(Bersurat untuk dispensasi CCTV Mikro) ";;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Dalam tindak lanjut pemenuhan SPM, lakukan verifikasi apakah beban aplikasi tersebut telah ditanggung oleh PSO, sesuai ketentuan bahwa seharusnya beban tersebut menjadi tanggung jawab PSO.;;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Dalam tindak lanjut pemenuhan SPM, lakukan verifikasi apakah beban aplikasi tersebut telah ditanggung oleh PSO, sesuai ketentuan bahwa seharusnya beban tersebut menjadi tanggung jawab PSO.;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Dalam pemenuhan SPM, Divisi Legal dan Kepatuhan belum menjalankan fungsi kepatuhan karena tidak ada penyesuaian pedoman akibat adanya Pergub/produk hukum baru.;;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Untuk menigkatkan pencapaian SPM, segera lakukan pembaruan (update) terhadap Pedoman Voice Announcer dan Implementasikan mekanisme Quality Assurance (QA);;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Susun strategi untuk meningkatkan kebersihan dan kerapian area sekitar kantor mencakup penataan sungai atau aliran air, perbaikan panel listrik, revitalisasi pot tanaman, serta perawatan rutin fasilitas umum untuk menciptakan lingkungan kantor yang lebih bersih, terawat, dan produktif. ;;Divisi Umum dan Pengadaan;Closed;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Lakukan penyusunan Pedoman Peremajaan Aset terutama aset di Divisi Swakelola;;Divisi Swakelola;Open;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Lakukan penyusunan Pedoman Peremajaan Aset terutama aset di Divisi Swakelola;;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Open;BOD;29-Apr-25;14-May-25;385;370;;;;;;;;;;;;;;;
;Dalam pemenuhan SPM, perubahan definisi yang tidak sesuai di Pergub, dirangkum dan dieskalasi melalui surat resmi. Permohonan diskresi dan yang tidak sesuai dengan Pergub (Bersurat untuk dispensasi CCTV Mikro) ;;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Segera jadwalkan pertemuan terkait dispensasi Standar Pelayanan Minimum (SPM) untuk Halte Tipar Cakung. Narasi yang digunakan yaitu menekankan bahwa langkah ini merupakan bagian dari upaya menjaga agar aset milik Pemerintah Provinsi tidak hilang atau dicuri.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;29-Apr-25;07-May-25;385;377;;"1. Halte/aset masih milik swasta (kontraktor) belum diserahkan ke Pemprov (DBM) sehingga kita tidak dapat melakukan perbaikan ataupun memanfaatkan halte tsb.

2. 4 Halte di sepanjang Kor 2 ekstention ini adalah masuk dalam kategori Halte Non BRT, sehingga tidak dihitung SPM.";;;;;;;;;;;;;
;Dalam pemenuhan SPM, perlu memasukkan dokumen SK Direksi DU lagi untuk reminder. Divisi Legal dan Kepatuhan belum menjalankan fungsi kepatuhan karena tidak ada penyesuaian pedoman akibat adanya Pergub/produk hukum baru.;;Divisi Legal dan Kepatuhan;Closed;BOD;29-Apr-25;07-May-25;385;377;;;;;;;;;;;;;;;
;Segera jadwalkan pertemuan terkait dispensasi Standar Pelayanan Minimum (SPM) untuk Halte Tipar Cakung. Narasi yang digunakan yaitu menekankan bahwa langkah ini merupakan bagian dari upaya menjaga agar aset milik Pemerintah Provinsi tidak hilang atau dicuri.;;Divisi Pelayanan;Closed;BOD;29-Apr-25;07-May-25;385;377;;"1. Halte/aset masih milik swasta (kontraktor) belum diserahkan ke Pemprov (DBM) sehingga kita tidak dapat melakukan perbaikan ataupun memanfaatkan halte tsb.

2. 4 Halte di sepanjang Kor 2 ekstention ini adalah masuk dalam kategori Halte Non BRT, sehingga tidak dihitung SPM.";;;;;;;;;;;;;
;Lakukan penyusunan SOP untuk mengintegrasikan Tupoksi kelompok pegawai Struktural (Kadiv, Kadep, dan Kasi) dengan karyawan Fungsional (SAD, Staf Ahli, SS, dan Spesialis) ke dalam Program kerja yang terdapat dalam RKA 2025;;Divisi Sumber Daya Manusia;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Berkaitan dengan sistem pembayaran, agar dilakukan penyusunan timeline pemecahan masalah perangkat halte dan langkah-langkah yang akan diambil dengan target capaian secara berkala;;Divisi Sistem Teknologi dan Informasi;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Segera buatkan panel on/off khusus untuk lampu pada Halte JIS agar dapat diatur penggunaannya. Kondisi saat ini lampu halte tidak bisa dimatikan pada siang hari.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Susun langkah-langkah mitigasi untuk menjaga kebersihan halte (area tunggu, tempat sampah, dan toilet) apabila tidak tersedia petugas kebersihan di lokasi.;;Divisi Pelayanan;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Perbaiki AC di ruang petugas Halte Senen Toyota Rangga yang sudah 6 bulan tidak bisa digunakan;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Jumlah gate di Halte Cawang BNN yang hanya ada 2 buah agar dapat dikaji sesuai dengan kebutuhan dan kondisi lapangan;;Divisi Pelayanan;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Jumlah gate di Halte Cawang BNN yang hanya ada 2 buah agar dapat dikaji sesuai dengan kebutuhan dan kondisi lapangan;;Divisi Sistem Teknologi dan Informasi;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Fasilitas penerangan di Halte Cawang BNN yang terlihat redup agar segera diperiksa dan diperbaiki;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Mohon dikondisikan antrian Royaltrans di Bus Stop Cibubur Junction;;Divisi Pelayanan;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Kondisi jalan di Halte Cibubur yang rusak agar dapat dikoordinasikan dan ditindaklanjuti dengan pihak terkait;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Dewan Komisaris meminta agar Masjid yang digunakan oleh petugas mendapatkan dana bantuan CSR;;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOC;30-Apr-25;14-May-25;384;370;;;;;;;;;;;;;;;
;Dimohon penyampaian progres pengisian kotak jabatan Senior Spesialis HPS sebagai bentuk penguatan kapasitas Tim Pengadaan sesuai kompetensi yang disyaratkan.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;30-Jun-25;382;323;;;;;;;;;;;;;;;
;Dimohon pelaporan perubahan struktur organisasi serta efisiensi jumlah kotak struktural dari tahun ke tahun, termasuk pengurangan jumlah kotak Kepala Divisi, Kepala Departemen, Kepala Seksi, Analis, dan lainnya.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;13-Jun-25;382;340;;;;;;;;;;;;;;;
;Mohon disampaikan progres terkini terkait penguatan dan pengelolaan hubungan industrial sebagai bagian dari stabilitas operasional perusahaan.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;13-Jun-25;382;340;;;;;;;;;;;;;;;
;Mohon dilaporkan progres penyusunan struktur dan skala upah yang mempertimbangkan prinsip keadilan dan kelayakan sebagaimana diarahkan oleh Dewan Komisaris.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;13-Jun-25;382;340;;;;;;;;;;;;;;;
;Mohon Divisi Keuangan, Akuntansi, dan Perpajakan untuk menyampaikan data pendukung terkait proses approval pembayaran dan approval budgeting yang telah mencerminkan fungsi check and balance dalam pelaksanaannya.;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOC;02-May-25;;382;46161;;;;;;;;;;;;;;;
;Mohon disampaikan data proporsi penggunaan dana cashflow untuk kebutuhan operasional, investasi, dan lainnya selama 5 bulan terakhir guna mendukung prioritas pada pelayanan operasional.;;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOC;02-May-25;;382;46161;;;;;;;;;;;;;;;
;Mohon dilaporkan progres plotting SDM (Senior Spesialis dan Tenaga Ahli) dalam struktur organisasi serta peran mereka dalam mendukung realisasi program strategis tahun 2025.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;30-Jun-25;382;323;;;;;;;;;;;;;;;
;Dimohon laporan progres pemanfaatan aset (utilisasi) dari total aset terbangun serta perkembangan program komersialisasi aset sebagai bagian dari upaya pengurangan beban perawatan dan peningkatan nilai tambah.;;Divisi Pemasaran;Closed;BOC;02-May-25;03-Jun-25;382;350;;;;;;;;;;;;;;;
;Dimohon laporan progres pemanfaatan aset (utilisasi) dari total aset terbangun serta perkembangan program komersialisasi aset sebagai bagian dari upaya pengurangan beban perawatan dan peningkatan nilai tambah.;;Divisi Penjualan;Closed;BOC;02-May-25;03-Jun-25;382;350;;;;;;;;;;;;;;;
;Mohon dikonfirmasi bahwa dua kotak Kepala Departemen Transjakarta Academy telah terisi sebagai langkah menuju pembentukan Unit Bisnis Strategis perusahaan.;;Divisi Sumber Daya Manusia;Closed;BOC;02-May-25;02-Jun-25;382;351;;;;;;;;;;;;;;;
;Mohon dilaporkan perkembangan pengembangan sistem internal IT yang berfungsi untuk pengelolaan, pemeliharaan, dan komersialisasi aset secara terintegrasi, termasuk database pendukungnya.;;Divisi Sistem Teknologi dan Informasi;Closed;BOC;02-May-25;;382;46161;;;;;;;;;;;;;;;
;Mohon dilaporkan perkembangan pengembangan sistem internal IT yang berfungsi untuk pengelolaan, pemeliharaan, dan komersialisasi aset secara terintegrasi, termasuk database pendukungnya.;;Divisi Pemasaran;Closed;BOC;02-May-25;03-Jun-25;382;350;;;;;;;;;;;;;;;
;Mohon dilaporkan perkembangan pengembangan sistem internal IT yang berfungsi untuk pengelolaan, pemeliharaan, dan komersialisasi aset secara terintegrasi, termasuk database pendukungnya.;;Divisi Penjualan;Closed;BOC;02-May-25;03-Jun-25;382;350;;;;;;;;;;;;;;;
;Mohon disampaikan laporan terkini terkait jumlah dan kondisi lift, eskalator, dan toilet yang berfungsi di halte selama bulan Mei sebagai bagian dari perbaikan fasilitas layanan publik.;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOC;02-May-25;03-Jun-25;382;350;;;;;;;;;;;;;;;
;Periksa jejak rekam dokumen tipar cakung jangan sampai permasalahan ini menyebabkan pengenaan denda SPM ;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;06-May-25;14-May-25;378;370;;;;;;;;;;;;;;;
;Monitoring parameter kualitas layanan untuk perbaikan prasarana apakah ada gap antara SLA bussiness as usual dan kebutuhan pelanggan. Lakukan update SLA sesuai dengan kebutuhan pelanggan;;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;06-May-25;20-May-25;378;364;;;;;;;;;;;;;;;
